DATA	MOTORISTA	CLIENTE	DESTINO	PEDIDO	NOTA FISCAL	REMESSA	PALETIZADA	QTD PALETES	SACO	BOMBONA	BALDE	TAMBOR	PESO LIQ	PESO BR	 VALOR NF 	MÊS	REGIÃO	ESTADO	PLACA	 CTE R$ 	CAMINHÃO
05/03/2025	POUPETEMPO TRANSPORTES	NUTRIZA AGROINDUSTRIAL DE ALIMENTOS  S/A (3153)	FOLKAS EXPRESS TRANSPORTES E LOGIST TICA LTDA	7740	21232	80013172	SIM	1	25	0	0	0	507,5	527,5	R$ 48.250,01	MAR	Goiás	GO	DTP-5751	R$ 200,00	TOCO
05/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (50)	EXPRESSO SAO PAULO LAJEADO LTDA DIRETAO SAO PAULO	8057	21230	80013170	SIM	1	50	0	0	0	1006	1026	R$ 9.760,46	MAR	Rio Grande do Sul	RS	DTP-5751	R$ 200,00	TOCO
05/03/2025	POUPETEMPO TRANSPORTES	COMERCIO DE TRIPA VILA NOVA LTDA (68)	EXCELLENCE TRANSPORTE E LOGISTICA L LTDA EXCELLENCE TRANSPOR	7760	21236	80013176	SIM	1	9	0	0	0	233,45	253,45	R$ 3.585,90	MAR	Paraná	PR	DTP-5751	R$ 200,00	TOCO
05/03/2025	POUPETEMPO TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (185)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	7684	21234	80013174	SIM	1	0	100	0	0	517,5	537,5	R$ 7.750,00	MAR	Santa Catarina	SC	DTP-5751	R$ 200,00	TOCO
05/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (1157)	JBS S/A CENTRO DE DISTRIBUICAO	7858	21229	80013169	SIM	3	100	0	0	0	2012	2072	R$ 18.471,40	MAR	Mato Grosso do Sul	MS	CBS-7094	R$ 325,00	TRUCK
05/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (2584)	JBS S/A CENTRO DE DISTRIBUICAO	8005	21235	80013175	SIM	1	50	0	0	0	1006	1026	R$ 9.760,46	MAR	Rio Grande do Sul	RS	CBS-7094	R$ 325,00	TRUCK
05/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (475)	JBS S/A CENTRO DE DISTRIBUICAO	8092	21214	80013148	SIM	1	0	40	0	0	849,6	869,6	R$ 75.127,07	MAR	Rio de Janeiro	RJ	CBS-7094	R$ 325,00	TRUCK
05/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (475)	JBS S/A CENTRO DE DISTRIBUICAO	8063	21213	80013146	SIM	2	100	0	0	0	2012	2052	R$ 23.211,12	MAR	Rio de Janeiro	RJ	CBS-7094	R$ 325,00	TRUCK
05/03/2025	POUPETEMPO TRANSPORTES	BRF S.A. (3097)	SOLUCAO - DISTRIBUICAO, TRANSPORTES S E LOCACAO DE VEICULOS	8394	21240	80013194	SIM	1	18	0	0	0	452,7	472,7	R$ 23.989,49	MAR	Paraná	PR	AVA-8472	R$ 500,00	KOMBI
06/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (1136)	RAIZ LOG TRANSPORTES LTDA	8302	21260	80013206	SIM	3	100	0	0	0	2012	2072	R$ 19.520,92	MAR	Santa Catarina	SC	DTP-5751	R$ 166,67	TOCO
06/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (1157)	JBS S/A CENTRO DE DISTRIBUICAO	8105	21252	80013211	SIM	2	100	0	0	0	2012	2052	R$ 21.963,21	MAR	Mato Grosso do Sul	MS	DTP-5751	R$ 166,67	TOCO
06/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (475)	JBS S/A CENTRO DE DISTRIBUICAO	8278	21250	80013209	SIM	2	100	0	0	0	2012	2052	R$ 23.211,12	MAR	Rio de Janeiro	RJ	DTP-5751	R$ 166,67	TOCO
06/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (2584)	JBS S/A CENTRO DE DISTRIBUICAO	8242	21249	80013208	SIM	1	50	0	0	0	1006	1026	R$ 9.760,46	MAR	Rio Grande do Sul	RS	DTP-5751	R$ 166,67	TOCO
06/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (475)	JBS S/A CENTRO DE DISTRIBUICAO	8279	21248	80013207	SIM	1	50	0	0	0	1007	1027	R$ 18.207,11	MAR	Rio de Janeiro	RJ	DTP-5751	R$ 166,67	TOCO
06/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (3201)	JBS S/A CENTRO DE DISTRIBUICAO	8245	21243	80013198	SIM	1	25	0	0	0	503	523	R$ 5.802,78	MAR	Santa Catarina	SC	DTP-5751	R$ 166,67	TOCO
06/03/2025	POUPETEMPO TRANSPORTES	FIPEL - FRIGORIFICO INDUSTRIAL PERN AMBUCANO LTDA (2969)	COLINAS TRANSPORTADORA LTDA	8186	21242	80013197	SIM	1	0	15	0	0	315,6	335,6	R$ 12.432,28	MAR	Pernambuco	PE	CVN-4384	R$ 144,44	TRUCK
06/03/2025	POUPETEMPO TRANSPORTES	FIPEL - FRIGORIFICO INDUSTRIAL PERN AMBUCANO LTDA (2969)	COLINAS TRANSPORTADORA LTDA	8185	21245	80013200	SIM	1	0	20	0	0	461,12	481,12	R$ 39.160,01	MAR	Pernambuco	PE	CVN-4384	R$ 144,44	TRUCK
06/03/2025	POUPETEMPO TRANSPORTES	POLE ALIMENTOS LTDA (612)	MLS TRANSPORTE DE CARGAS LTDA	8174	21253	80013212	SIM	1	5	2	2	0	132,75	152,75	R$ 6.259,70	MAR	Ceará	CE	CVN-4384	R$ 144,44	TRUCK
06/03/2025	POUPETEMPO TRANSPORTES	ITAMBE ALIMENTOS LTDA. ITAMBE ALIMENTOS LTDA. (2768)	SETE LAGOAS TRANSPORTES LTDA	7664	21251	80013210	SIM	1	40	0	0	0	1006	1026	R$ 3.731,82	MAR	Minas Gerais	MG	CVN-4384	R$ 144,44	TRUCK
06/03/2025	POUPETEMPO TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (3209)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	7840	21259	80013205	SIM	1	35	0	0	0	702,8	722,8	R$ 17.668,03	MAR	Santa Catarina	SC	CVN-4384	R$ 144,44	TRUCK
06/03/2025	POUPETEMPO TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (185)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8059	21247	80013204	SIM	1	39	0	0	4	1856,028	1876,028	R$ 98.460,31	MAR	Santa Catarina	SC	CVN-4384	R$ 144,44	TRUCK
06/03/2025	POUPETEMPO TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (3004)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8088	21244	80013199	SIM	1	0	100	0	0	517,5	537,5	R$ 7.750,00	MAR	Santa Catarina	SC	CVN-4384	R$ 144,44	TRUCK
06/03/2025	POUPETEMPO TRANSPORTES	NUTRIZA AGROINDUSTRIAL DE ALIMENTOS  S/A (3153)	NUTRIZA AGROINDUSTRIAL DE ALIMENTOS	8009	21258	80013202	SIM	2	67	0	0	0	2020,05	2060,05	R$ 37.566,92	MAR	Goiás	GO	CVN-4384	R$ 144,44	TRUCK
06/03/2025	POUPETEMPO TRANSPORTES	JBS AVES LTDA. (625)	EXPRESSO SAO PAULO LAJEADO LTDA DIRETAO SAO PAULO	8211	21257	80013201	SIM	1	50	0	0	0	1000	1020	R$ 23.375,03	MAR	Rio Grande do Sul	RS	CVN-4384	R$ 144,44	TRUCK
06/03/2025	POUPETEMPO TRANSPORTES	TEMPERABEM COMERCIO DE PRODUTOS ALIMENTICIOS LTDA (511)	TEMPERABEM COMERCIO DE PRODUTOS ALI	8155	21246	80013203	SIM	1	0	38	0	0	158,536	178,536	R$ 13.237,75	MAR	São Paulo	SP	EQC-9H53	R$ 275,00	HR
06/03/2025	POUPETEMPO TRANSPORTES	BRF S.A. (507)	SOLUCAO - DISTRIBUICAO, TRANSPORTES S E LOCACAO DE VEICULOS	8111	21241	80013195	SIM	1	8	0	0	0	201,2	221,2	R$ 8.477,34	MAR	Santa Catarina	SC	EQC-9H53	R$ 275,00	HR
07/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (50)	EXPRESSO SAO PAULO LAJEADO LTDA DIRETAO SAO PAULO	8057	21264	80013232	SIM	1	50	0	0	0	1006	1026	R$ 9.760,46	MAR	Rio Grande do Sul	RS	DHS-1880	R$ 400,00	3 QUARTOS
07/03/2025	POUPETEMPO TRANSPORTES	CASTRO EMBUTIDOS DUMONT LTDA (3252)	R.R. TRANSPORTES LTDA	8391	21265	80013233	SIM	1	5	0	0	0	121,02	141,02	R$ 3.611,59	MAR	São Paulo	SP	DHS-1880	R$ 400,00	3 QUARTOS
07/03/2025	POUPETEMPO TRANSPORTES	FIPEL - FRIGORIFICO INDUSTRIAL PERN AMBUCANO LTDA (2969)	COLINAS TRANSPORTADORA LTDA	8314	21266	80013234	SIM	1	5	0	0	0	91,17	111,17	R$ 2.619,00	MAR	Pernambuco	PE	EQC-9H53	R$ 183,33	HR
07/03/2025	POUPETEMPO TRANSPORTES	NUTRIZA AGROINDUSTRIAL DE ALIMENTOS  S/A (3153)	NUTRIZA AGROINDUSTRIAL DE ALIMENTOS	8009	21267	80013236	SIM	1	40	0	0	0	1006	1026	R$ 38.519,98	MAR	Goiás	GO	EQC-9H53	R$ 183,33	HR
07/03/2025	POUPETEMPO TRANSPORTES	TRIPICOM COMERCIO DE TRIPAS CONDIME NTOS E MAQUINAS LTDA (2713)	TRIPICOM COMERCIO DE TRIPAS CONDIME	8410	21268	80013237	SIM	1	7	0	0	0	153,6	173,6	R$ 2.819,31	MAR	Minas Gerais	MG	EQC-9H53	R$ 183,33	HR
10/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (1157)	JBS S/A CENTRO DE DISTRIBUICAO	7858	21270	80013241	SIM	2	100	0	0	0	2012	2052	R$ 18.471,40	MAR	Mato Grosso do Sul	MS	DHS-1880	R$ 200,00	3 QUARTOS
10/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (2584)	JBS S/A CENTRO DE DISTRIBUICAO	8005	21272	80013243	SIM	1	50	0	0	0	1006	1026	R$ 9.760,46	MAR	Rio Grande do Sul	RS	DHS-1880	R$ 200,00	3 QUARTOS
10/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (2584)	JBS S/A CENTRO DE DISTRIBUICAO	8003	21271	80013242	SIM	1	25	0	0	0	500	520	R$ 11.687,51	MAR	Rio Grande do Sul	RS	DHS-1880	R$ 200,00	3 QUARTOS
10/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (475)	SEARA ALIMENTOS LTDA	8419	21278	80013250	SIM	1	0	40	0	0	849,6	869,6	R$ 75.127,07	MAR	Rio de Janeiro	RJ	DHS-1880	R$ 200,00	3 QUARTOS
10/03/2025	POUPETEMPO TRANSPORTES	FRIGORIFICO FRIELLA LTDA (3041)	RODONAVES TRANSPORTES E ENCOMENDAS  LTDA	8295	21262	80013217	SIM	1	0	3	0	0	63,12	83,12	R$ 8.588,71	MAR	Paraná	PR	DTP-5751	R$ 200,00	TOCO
10/03/2025	POUPETEMPO TRANSPORTES	JBS AVES LTDA. (625)	EXPRESSO SAO PAULO LAJEADO LTDA DIRETAO SAO PAULO	8443	21277	80013249	SIM	1	20	0	0	0	402,4	422,4	R$ 3.904,19	MAR	Rio Grande do Sul	RS	DTP-5751	R$ 200,00	TOCO
10/03/2025	POUPETEMPO TRANSPORTES	JBS AVES LTDA. (625)	EXPRESSO SAO PAULO LAJEADO LTDA DIRETAO SAO PAULO	8211	21274	80013245	SIM	1	50	0	0	0	1000	1020	R$ 23.375,03	MAR	Rio Grande do Sul	RS	DTP-5751	R$ 200,00	TOCO
10/03/2025	POUPETEMPO TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (4543)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8208	21273	80013244	SIM	1	18	20	0	0	612,036	632,036	R$ 9.896,23	MAR	Paraná	PR	DTP-5751	R$ 200,00	TOCO
10/03/2025	POUPETEMPO TRANSPORTES	MEZZANI ALIMENTOS LTDA MEZZANI ALIMENTOS LTDA (3129)	D2 LOGISTICA LTDA	8182	21275	80013247	SIM	1	15	0	0	0	302,4	322,4	R$ 14.877,00	MAR	São Paulo	SP	DTP-5751	R$ 200,00	TOCO
10/03/2025	POUPETEMPO TRANSPORTES	SEARA ALIMENTOS LTDA (549)	JBS S/A CENTRO DE DISTRIBUICAO	8321	21276	80013248	SIM	1	50	0	0	0	1006	1026	R$ 8.323,25	MAR	São Paulo	SP	ELW-8231	R$ 550,00	HR
11/03/2025	JM TRANSPORTES	TEMPERABEM COMERCIO DE PRODUTOS ALIMENTICIOS LTDA (511)	TEMPERABEM COMERCIO DE PRODUTOS ALI	8156	21286	80013292	SIM	1	0	38	0	0	158,536	178,536	R$ 13.237,75	MAR	São Paulo	SP	PNZ-9G53	R$ 550,00	HR
11/03/2025	JM TRANSPORTES	AD'ORO S.A. (3243)	AD'ORO S.A.	7780	21296	80013296	SIM	3	105	0	0	0	2535,12	2595,12	R$ 37.371,73	MAR	São Paulo	SP	SKC-1C92	R$ 100,00	TOCO
11/03/2025	JM TRANSPORTES	AD'ORO S.A. (3243)	AD'ORO S.A.	8087	21285	80013290	SIM	2	75	0	0	0	1500	1540	R$ 52.500,35	MAR	São Paulo	SP	SKC-1C92	R$ 100,00	TOCO
11/03/2025	JM TRANSPORTES	AD'ORO S.A. (3243)	AD'ORO S.A.	7776	21290	80013287	SIM	3	105	0	0	0	2535,12	2595,12	R$ 70.056,53	MAR	São Paulo	SP	SKC-1C92	R$ 100,00	TOCO
11/03/2025	JM TRANSPORTES	AD'ORO S.A. (3243)	AD'ORO S.A.	7774	21289	80013286	SIM	2	70	0	0	0	2100	2140	R$ 26.691,16	MAR	São Paulo	SP	SKC-1C92	R$ 100,00	TOCO
11/03/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (1157)	JBS S/A CENTRO DE DISTRIBUICAO	8105	21292	80013291	SIM	3	100	0	0	0	2012	2072	R$ 21.963,21	MAR	Mato Grosso do Sul	MS	FCV-4I94	R$ 100,00	TOCO
11/03/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (1136)	JBS S/A CENTRO DE DISTRIBUICAO	8302	21288	80013294	SIM	1	25	0	0	0	503	523	R$ 4.880,23	MAR	Santa Catarina	SC	FCV-4I94	R$ 100,00	TOCO
11/03/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (3275)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8076	21284	80013289	SIM	1	0	25	0	0	129,375	149,375	R$ 1.937,50	MAR	Rio Grande do Sul	RS	SKC-2G43	R$ 100,00	TOCO
11/03/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (3209)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	7840	21291	80013288	SIM	2	80	0	0	0	1915,2	1955,2	R$ 36.062,86	MAR	Santa Catarina	SC	SKC-2G43	R$ 100,00	TOCO
11/03/2025	JM TRANSPORTES	FIPEL - FRIGORIFICO INDUSTRIAL PERN AMBUCANO LTDA (2969)	COLINAS TRANSPORTADORA LTDA	8187	21287	80013293	SIM	1	0	1	0	0	20,3	40,3	R$ 1.120,80	MAR	Pernambuco	PE	SKC-2G43	R$ 100,00	TOCO
11/03/2025	JM TRANSPORTES	RUBIAN INDUSTRIA E COMERCIO DE PROD UTOS LTDA (5869)	RODONAVES TRANSPORTES E ENCOMENDAS  LTDA	8459	21281	80013235	NÃO	0	0	0	0	0	6	6	R$ 35,76	MAR	São Paulo	SP	SKC-2G43	R$ 100,00	TOCO
12/03/2025	JM TRANSPORTES	AVIVAR ALIMENTOS S/A (3127)	VIACAO SAO CRISTOVAO LIMITADA.	7945	21297	80013298	SIM	5	0	228	0	0	5296,896	5396,896	R$ 166.280,47	MAR	Minas Gerais	MG	LQX-4E00	R$ 260,00	TRUCK
12/03/2025	JM TRANSPORTES	PRODUTOS MACALE LTDA PRODUTOS MACALE LTDA (2734)	PICORELLI S A TRANSPORTES	8447	21302	80013302	SIM	1	0	10	0	0	210,4	230,4	R$ 13.901,83	MAR	Minas Gerais	MG	LQX-4E00	R$ 260,00	TRUCK
12/03/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (549)	JBS S/A CENTRO DE DISTRIBUICAO	8061	21303	80013303	SIM	1	50	0	0	0	1006	1026	R$ 8.323,25	MAR	São Paulo	SP	DNN-9D62	R$ 260,00	TRUCK
12/03/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (475)	JBS S/A CENTRO DE DISTRIBUICAO	8279	21299	80013300	SIM	2	50	0	0	0	1007	1047	R$ 18.207,11	MAR	Rio de Janeiro	RJ	DNN-9D62	R$ 260,00	TRUCK
12/03/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (475)	JBS S/A CENTRO DE DISTRIBUICAO	8278	21298	80013299	SIM	4	100	0	0	0	2012	2092	R$ 23.211,11	MAR	Rio de Janeiro	RJ	DNN-9D62	R$ 260,00	TRUCK
12/03/2025	JM TRANSPORTES	COOPERATIVA AGRO PECUARIA VALE DO R IO DOCE LTDA (264)	M W TRANSPORTES LTDA	8445	21305	80013312	SIM	1	29	0	0	0	583,48	603,48	R$ 42.050,00	MAR	Minas Gerais	MG	FCV-4I94	R$ 800,00	3 QUARTOS
13/03/2025	JM TRANSPORTES	POLE ALIMENTOS LTDA (612)	MLS TRANSPORTE DE CARGAS LTDA	8146	21306	80013329	SIM	2	42	2	0	0	1007,89	1047,89	R$ 13.814,21	MAR	Ceará	CE	ONN-9D62	R$ 162,50	TRUCK
13/03/2025	JM TRANSPORTES	FRIMESA COOPERATIVA CENTRAL (3215)	LSLOG ARMAZENAGEM E LOGISTICA LTDA. .	8067	21307	80013332	SIM	4	53	50	0	0	2104,63	2184,63	R$ 45.665,44	MAR	Paraná	PR	ONN-9D62	R$ 162,50	TRUCK
13/03/2025	JM TRANSPORTES	FRIMESA COOPERATIVA CENTRAL (3215)	LSLOG ARMAZENAGEM E LOGISTICA LTDA. .	8069	21308	80013333	SIM	1	14	0	0	0	352,1	372,1	R$ 26.805,21	MAR	Paraná	PR	ONN-9D62	R$ 162,50	TRUCK
13/03/2025	JM TRANSPORTES	FRIMESA COOPERATIVA CENTRAL (4347)	LSLOG ARMAZENAGEM E LOGISTICA LTDA. .	8070	21309	80013334	SIM	1	25	0	0	0	503,5	523,5	R$ 2.720,01	MAR	Paraná	PR	ONN-9D62	R$ 162,50	TRUCK
13/03/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (3209)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	7840	21312	80013330	SIM	1	35	0	0	0	702,8	722,8	R$ 17.668,03	MAR	Santa Catarina	SC	ONN-9D62	R$ 162,50	TRUCK
13/03/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (185)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8059	21313	80013337	SIM	2	39	104	0	0	1554,228	1594,228	R$ 53.425,41	MAR	Santa Catarina	SC	ONN-9D62	R$ 162,50	TRUCK
13/03/2025	JM TRANSPORTES	ICANE INDUSTRIA E COMERCIO DE ALIME NTOS DO NORDESTE LTDA (1445)	KLNEXPRESS TRANSPORTES RODOVIARIOS  LTDA	8473	21314	80013351	SIM	1	75	0	0	0	1509	1529	R$ 64.290,00	MAR	Ceará	CE	ONN-9D62	R$ 162,50	TRUCK
13/03/2025	JM TRANSPORTES	ICANE INDUSTRIA E COMERCIO DE ALIME NTOS DO NORDESTE LTDA (1445)	KLNEXPRESS TRANSPORTES RODOVIARIOS  LTDA	8474	21316	80013353	SIM	1	5	0	0	0	120	140	R$ 3.213,60	MAR	Ceará	CE	ONN-9D62	R$ 162,50	TRUCK
13/03/2025	JM TRANSPORTES	TRIPTEM COMERCIO DE TRIPAS E CONDIM ENTOS LTDA. (54)	LOVITHA TRANSPORTES LTDA VX LOG	8461	21310	80013335	SIM	1	17	0	0	0	471,3	491,3	R$ 7.720,53	MAR	São Paulo	SP	FOK-9H48	R$ 500,00	TOCO
13/03/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (50)	EXPRESSO SAO PAULO LAJEADO LTDA DIRETAO SAO PAULO	8057	21311	80013331	SIM	2	50	0	0	0	1006	1046	R$ 9.760,45	MAR	Rio Grande do Sul	RS	FOK-9H48	R$ 500,00	TOCO
14/03/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (1157)	JBS S/A CENTRO DE DISTRIBUICAO	8105	21322	80013365	SIM	3	100	0	0	0	2012	2072	R$ 21.963,21	MAR	Mato Grosso do Sul	MS	FOK-9H48	R$ 500,00	TOCO
14/03/2025	JM TRANSPORTES	EVERTON LUIZ DE SOUZA (2719)	ALLIEX TRANSPORTE E LOGISTICA LTDA ALLIEX	8490	21320	80013371	SIM	1	24	0	0	0	684,39	704,39	R$ 8.615,21	MAR	Paraná	PR	FOK-9H48	R$ 500,00	TOCO
14/03/2025	JM TRANSPORTES	NUTRIZA AGROINDUSTRIAL DE ALIMENTOS  S/A (3153)	NUTRIZA AGROINDUSTRIAL DE ALIMENTOS	8009	21321	80013364	SIM	1	0	50	0	0	1052	1072	R$ 30.749,96	MAR	Goiás	GO	PNZ-9G53	R$ 110,00	HR
14/03/2025	JM TRANSPORTES	NUTRIZA AGROINDUSTRIAL DE ALIMENTOS  S/A (3153)	NUTRIZA AGROINDUSTRIAL DE ALIMENTOS	8446	21318	80013367	SIM	1	1	0	0	0	20,16	40,16	R$ 794,00	MAR	Goiás	GO	PNZ-9G53	R$ 110,00	HR
14/03/2025	JM TRANSPORTES	CASA DO ALEMAO INDUSTRIA E COMERCIO  DE LANCHES LTDA (4560)	PICORELLI S A TRANSPORTES	8492	21331	80013392	SIM	1	3	0	0	0	60,6	80,6	R$ 2.773,10	MAR	Rio de Janeiro	RJ	PNZ-9G53	R$ 110,00	HR
14/03/2025	JM TRANSPORTES	J. S. DA CONCEICAO LTDA (3284)	PANTANAL LOGISTICA E TRANSPORTES LT TDA PANTANAL LOGISTICA	8496	21333	80013396	SIM	1	10	0	0	0	282,51	302,51	R$ 5.497,08	MAR	Mato Grosso	MT	PNZ-9G53	R$ 110,00	HR
14/03/2025	JM TRANSPORTES	F. COUTINHO NETO COMERCIO (745)	SPBELEM TRANSPORTES LTDA	8440	21324	80013377	SIM	1	40	0	0	0	402,8	422,8	R$ 10.673,30	MAR	Pará	PA	PNZ-9G53	R$ 110,00	HR
14/03/2025	JM TRANSPORTES	DUBOI - FRIGORIFICO INDUSTRIAL LTDA (617)	STC - SERVICOS DE TRANSPORTES RODOVIARIOS DE CARGA LTDA STC	8430	21325	80013386	SIM	1	6	0	0	0	180,9	200,9	R$ 2.161,81	MAR	Ceará	CE	DNN-9D62	R$ 216,67	TRUCK
14/03/2025	JM TRANSPORTES	DUBOI - FRIGORIFICO INDUSTRIAL LTDA (617)	STC - SERVICOS DE TRANSPORTES RODOVIARIOS DE CARGA LTDA STC	8472	21327	80013388	SIM	1	4	0	0	0	121,56	141,56	R$ 6.327,60	MAR	Ceará	CE	DNN-9D62	R$ 216,67	TRUCK
14/03/2025	JM TRANSPORTES	DUBOI - FRIGORIFICO INDUSTRIAL LTDA (617)	STC - SERVICOS DE TRANSPORTES RODOVIARIOS DE CARGA LTDA STC	8093	21332	80013395	SIM	2	17	0	0	0	515,25	555,25	R$ 12.422,11	MAR	Ceará	CE	DNN-9D62	R$ 216,67	TRUCK
14/03/2025	JM TRANSPORTES	ICANE INDUSTRIA E COMERCIO DE ALIME NTOS DO NORDESTE LTDA (1445)	KLNEXPRESS TRANSPORTES RODOVIARIOS  LTDA	8474	21328	80013389	SIM	1	0	22,5	0	0	476,9	496,9	R$ 13.759,10	MAR	Ceará	CE	DNN-9D62	R$ 216,67	TRUCK
14/03/2025	JM TRANSPORTES	ICANE INDUSTRIA E COMERCIO DE ALIME NTOS DO NORDESTE LTDA (1445)	KLNEXPRESS TRANSPORTES RODOVIARIOS  LTDA	8474	21316	80013353	SIM	1	5	0	0	0	120	140	R$ 3.213,60	MAR	Ceará	CE	DNN-9D62	R$ 216,67	TRUCK
14/03/2025	JM TRANSPORTES	ICANE INDUSTRIA E COMERCIO DE ALIME NTOS DO NORDESTE LTDA (1445)	KLNEXPRESS TRANSPORTES RODOVIARIOS  LTDA	8473	21314	80013351	SIM	1	75	0	0	0	1509	1529	R$ 64.290,00	MAR	Ceará	CE	DNN-9D62	R$ 216,67	TRUCK
14/03/2025	JM TRANSPORTES	VANTRIP COMERCIO E REPRESENTACOES L (81)	M W TRANSPORTES LTDA	8463	21319	80013369	SIM	1	5	0	0	0	118	138	R$ 5.303,46	MAR	Rio de Janeiro	RJ	RTJ-7E70	 R$ -   	FIORINO
14/03/2025	JM TRANSPORTES	PASDEWAM EMBUTIDOS E DEFUMADOS LTDA (174)	M W TRANSPORTES LTDA	8486	21330	80013391	SIM	1	10	0	0	0	253	273	R$ 2.707,86	MAR	Rio de Janeiro	RJ	RTJ-7E70	 R$ -   	FIORINO
14/03/2025	JM TRANSPORTES	IMPERIO DA ROCA DOIS IRMAOS EMBUTID OS LTDA (4561)	DRP EXPRESS TRANSPORTES LTDA	8471	21326	80013387	SIM	1	3	0	0	0	60,36	80,36	R$ 2.363,40	MAR	Rio de Janeiro	RJ	RTJ-7E70	 R$ -   	FIORINO
14/03/2025	JM TRANSPORTES	LATICINIOS BECKER LTDA (3216)	TW TRANSPORTES E LOGISTICA LTDA TW TRANSPORTES	8441	21317	80013366	SIM	1	4	0	0	0	100,6	120,6	R$ 6.209,62	MAR	Santa Catarina	SC	RTJ-7E70	 R$ -   	FIORINO
17/03/2025	JM TRANSPORTES	FRICO INDUSTRIA E COMERCIO DE ALIME NTOS LTDA (1949)	ARAGUAIA TRANSPORTES LTDA	8522	21353	80013425	SIM	9	203	20	0	0	5806,824	5986,824	R$ 309.135,32	MAR	Goiás	GO	LQX-4E00	R$ 500,00	TOCO
17/03/2025	JM TRANSPORTES	SUINOAVES ALIMENTOS LTDA (506)	LOG 100 TRANSPORTES LTDA LOG 100 LOGISTICA	8465	21338	80013412	SIM	5	82	0	0	0	2044,39	2144,39	R$ 62.764,72	MAR	Brasília	DF	LQX-4E00	R$ 500,00	TOCO
17/03/2025	JM TRANSPORTES	CMP DE FARIAS LTDA (3172)	WRJ TRANSPORTES E LOGISTICA LTDA WRJ LOGISTICA	8569	21350	80013423	SIM	1	0	5	0	0	105,2	125,2	R$ 6.841,21	MAR	Bahia	BA	PNZ-9G53	R$ 137,50	HR
17/03/2025	JM TRANSPORTES	FRIMESA COOPERATIVA CENTRAL (3215)	LSLOG ARMAZENAGEM E LOGISTICA LTDA. .	8455	21339	5000114127	SIM	1	16	0	0	0	403,2	423,2	R$ 13.512,00	MAR	Paraná	PR	PNZ-9G53	R$ 137,50	HR
17/03/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (3004)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8088	21347	80013420	SIM	1	0	100	0	0	517,5	537,5	R$ 7.750,00	MAR	Santa Catarina	SC	PNZ-9G53	R$ 137,50	HR
